transaction_id,customer_id,product_id,transaction_date,amount,payment_method,transaction_status,store_location,LastUpdated
ed40dcaa-7dfd-41a4-ba13-35166462fe78,483,44,2023-01-21,233.28,Debit Card,Failed,Victoriaborough,2004-03-19 21:27:33.116923
a9f69608-615f-427c-9b9a-1e0701b0420f,702,157,2022-07-28,469.68,Online,Pending,Port Brianchester,2016-07-27 08:13:55.622799
fdd1c501-113a-492a-9975-fd7075c1c483,799,219,2024-05-10,648.01,Credit Card,Completed,Lynnview,2013-02-12 10:23:54.263551
ce0ddc30-da95-4bf9-af68-50aae3daf732,19,226,2023-09-15,599.04,Cash,Completed,East Robert,1972-06-07 09:22:24.927235
8b3cfdb8-df98-4212-ba42-b0e768f3a75a,663,86,2024-05-02,671.03,Credit Card,Pending,Lewisland,2014-01-30 15:51:35.993586
8d8b893a-e216-4f26-b8f9-083e0b3b91cf,510,17,2023-07-13,742.42,Online,Pending,Pattersonstad,1999-09-01 15:12:34.867099
1d7a7653-598d-4b7f-87fb-403d4df2211d,297,145,2022-10-30,43.26,Online,Pending,Eddiebury,1999-02-03 11:01:16.118696
55cddcc1-fc43-4cfc-aa0c-ae0850bc2ea8,677,481,2022-04-12,973.15,Online,Completed,Hicksborough,1998-07-18 07:07:29.078372
b83faa21-9251-46e9-a4ea-832872e3331b,540,294,2022-02-13,410.66,Debit Card,Completed,Lawrenceview,2007-08-26 12:02:39.445176
bbfd51ea-cb51-4f6c-b110-437013bdedd9,807,415,2024-03-18,710.18,Credit Card,Completed,West Jamesport,2010-10-18 06:41:49.836579
32353329-cdaa-446e-9212-6a34a98bf98e,146,61,2023-12-09,6.78,Credit Card,Pending,Ryanborough,2023-03-22 12:05:26.753663
5d4d0bad-83bd-4890-af7f-86fa11a8b333,635,167,2023-03-16,198.8,Cash,Failed,Josephfort,2005-08-28 05:05:49.741777
2ff6974a-6f9f-46bf-8576-be21997b95f0,347,283,2024-11-03,368.53,Credit Card,Completed,East Nicholasbury,1990-11-24 20:14:12.418089
091b25f0-0c0f-4c65-832e-ebf8518fe47d,714,259,2022-05-22,509.53,Online,Completed,Port Ryan,1978-11-10 06:30:15.436654
5502f94b-1511-4031-aa0a-c03112e3099f,478,138,2024-05-12,971.77,Online,Completed,New Cynthia,1997-07-24 18:17:09.361961
0e4728cb-178d-49d8-84b6-ca3aba2de3cb,644,182,2023-09-27,26.32,Debit Card,Completed,West Nicolefurt,2013-07-24 12:20:34.809323
2a24f8f9-895c-47ad-bb41-fdd31ab9dc8b,686,190,2023-06-04,697.31,Online,Completed,New Davidfort,1999-08-29 08:46:19.652890
96ebf3bb-d891-4ab8-ac0e-ac9e7fbf1b8e,485,412,2023-06-29,319.68,Cash,Completed,Marymouth,2007-07-01 18:45:31.225373
b662d0c3-ee85-4bdc-a3d6-0f98b4ff823e,685,163,2023-09-10,678.04,Credit Card,Pending,South Natalieville,1987-06-20 17:22:06.927559
1e82dfaf-443a-4e2e-a50d-795c0bede58c,726,35,2022-07-31,739.79,Credit Card,Completed,Tinaton,2006-12-25 03:15:53.461689
77d49756-a3f0-4058-bf7f-f678d9fcadfb,352,428,2023-05-03,177.6,Debit Card,Pending,Mcknightton,1979-08-12 19:43:13.753252
1b2987ce-40f5-483d-a8a0-7f1ed118c783,468,166,2024-06-24,799.85,Credit Card,Completed,Julieport,1991-04-05 20:47:16.006704
a93ce336-07d3-4adc-b17e-49ee9bb6fa64,451,354,2023-03-23,542.99,Cash,Completed,Drewmouth,1980-08-13 20:56:51.393816
3ab9f5d1-82d9-4287-9a09-cb23ce1d16c7,308,371,2022-08-22,436.74,Credit Card,Completed,Keithport,2008-01-30 12:54:22.398571
665755a9-fdab-49b2-bb9f-811e8f7dbed2,73,292,2023-12-17,930.22,Cash,Completed,North Justin,2015-09-08 17:05:59.070808
a5bedf68-510c-4a8c-8057-9111ec2b4a23,845,64,2022-09-27,606.42,Debit Card,Pending,South Cameron,2018-07-02 06:11:20.891094
c3609785-01b7-421b-9a4e-33ec14bf01ec,173,39,2024-04-14,125.77,Cash,Pending,Carolynchester,2019-09-10 19:50:44.123003
1e68da70-68ae-43d7-ac75-cd85717e1fbd,927,272,2024-03-03,29.87,Cash,Completed,Danielton,1980-07-01 08:48:14.138597
d1d8ecf9-c3f3-4df8-b141-4c10d593e28e,9,435,2024-04-13,599.89,Credit Card,Completed,Lake Brian,2017-08-14 05:46:04.753913
23b19936-b3dd-4ffb-8885-a30b2743c7fd,503,467,2024-02-01,458.97,Cash,Failed,North Rebekah,1983-12-23 12:53:15.136101
d601ba79-2ab8-40d7-bf56-6f68ef705f4e,64,325,2022-11-04,843.18,Debit Card,Pending,North Rhonda,1971-10-10 00:04:41.024714
8b8924e9-ad3b-40ed-ae05-b5699678d530,913,387,2024-11-22,226.24,Cash,Completed,West Kenneth,1971-02-17 02:55:18.719721
21466045-0a52-4af3-9057-511ec86ddf73,915,309,2024-11-26,42.27,Online,Pending,South Daniel,2001-05-10 12:48:12.349048
1e773f1c-8a27-4149-9e6c-e0bf61d886ed,802,143,2022-12-13,198.55,Credit Card,Completed,Carterhaven,2006-09-01 10:44:09.452781
2746cd8c-f88b-4853-b126-ca9c6a46a65e,967,413,2022-08-22,492.38,Credit Card,Completed,Sandersmouth,2015-01-27 22:54:44.087188
57d6c926-032f-40c5-aca0-d16afd300e05,389,153,2023-11-27,263.17,Debit Card,Failed,Port Brian,2017-08-15 18:11:14.328541
2f8d74ac-29e4-457b-8115-f0e20a1cd0df,741,107,2023-01-15,648.72,Online,Completed,East Jamie,1989-05-06 18:39:01.961764
114a9d91-4266-47e1-926f-c0d173c1f142,216,200,2022-08-30,629.39,Credit Card,Pending,Amberchester,1976-03-10 11:20:00.493140
ddc061c2-b9c0-443c-b515-3fc72435a424,296,112,2022-12-04,485.24,Online,Pending,New Christopher,1991-06-17 17:55:24.037689
f24be4bd-90aa-4c78-9641-5800bed9996d,556,10,2023-09-11,198.12,Debit Card,Pending,Port Trevor,1976-02-24 01:12:48.859927
dc656675-6ab2-4794-aa7a-b3c958221450,352,434,2023-02-19,856.9,Online,Completed,East Robertmouth,1984-02-06 06:24:46.067393
2100a82c-b9b0-4bc6-b660-317759e31bd7,283,76,2024-08-13,785.26,Credit Card,Failed,Branditown,2020-06-10 11:00:07.973308
537af731-1d32-45c7-aca3-d6ff0e5a4022,668,216,2024-01-09,705.45,Online,Failed,Robertbury,1972-02-28 06:52:29.790649
eaa55f6f-6e1e-4b1c-80a0-6e5e571e865d,499,366,2023-06-27,478.51,Credit Card,Completed,Raymondbury,1973-09-11 22:15:15.981607
8757f745-dd4e-4e92-b8e9-258599639530,75,292,2022-10-06,990.73,Online,Completed,Eatonland,2019-03-04 07:07:33.443323
793d9df9-375a-4a92-b7ef-00d536c16620,586,22,2022-03-06,689.07,Online,Failed,Port Brittany,2023-03-17 21:28:30.385257
074c9abb-72f5-40c1-847e-18be376b5880,830,421,2023-05-01,732.29,Debit Card,Failed,Gordonhaven,1991-10-21 16:26:11.237305
c0a46cfc-4088-4308-ada3-5506c1fd09d7,592,259,2022-02-19,977.07,Debit Card,Pending,Barnesshire,1988-06-03 02:21:22.964825
330a6d27-b761-487e-8861-b49585959f97,948,484,2024-10-05,381.83,Debit Card,Failed,West Todd,1970-10-10 21:41:15.132070
00e30379-fcca-46b9-9dea-e0641c452349,632,448,2023-09-22,462.09,Debit Card,Failed,Rachaelton,1983-06-25 18:06:32.867526
1bee1c1e-969e-422a-8656-8f7e686898fd,624,152,2023-08-28,947.12,Online,Failed,North Danielbury,1980-11-25 10:51:23.909411
9cad1b5a-8413-494e-b1ae-502ceaa2354b,161,249,2022-11-28,990.44,Credit Card,Completed,New Ericamouth,2002-06-03 09:21:40.132694
cba0311e-88bd-4f86-8f2c-8e78b7765c34,477,400,2024-11-07,785.16,Debit Card,Completed,East Brendaview,1990-12-05 00:41:03.115833
aaa6cbf3-5c7d-4185-8b2d-e54479ebcb0e,145,283,2023-05-17,27.25,Credit Card,Pending,Bradleyberg,1989-05-11 00:25:41.728582
ee1d2be4-aea3-4cce-b80b-393566c10f4a,144,175,2024-01-21,823.8,Online,Pending,Port Robinberg,1984-11-07 12:40:34.969256
cd20e52b-44b9-4d9b-8d90-145030f35d0c,286,426,2022-08-27,553.71,Cash,Pending,Foxmouth,1984-06-17 01:37:08.197997
ed215107-0360-44c2-870e-b7250bc8869a,609,7,2023-04-06,739.6,Debit Card,Pending,East Ebonybury,1974-11-18 12:39:47.765646
fafef572-b903-4be4-9c46-827614b359ac,45,234,2024-06-04,756.28,Cash,Failed,Lake Heather,2005-04-07 09:09:17.546181
0b8ffa81-0c09-4fd2-8f80-35dfe7ffde30,821,40,2022-01-24,662.13,Online,Pending,South Justin,1999-02-07 23:28:44.117255
5275ee21-5b88-43c8-b39b-8a81de81c2ae,724,68,2022-03-06,691.14,Cash,Pending,Lake Andrew,2020-05-28 12:22:17.090640
e3cd6b5c-5998-40e0-8e00-d12fe43965de,431,457,2024-11-05,753.39,Cash,Completed,New Kyle,1992-01-29 06:50:11.536217
c9836d17-fee7-4a83-946b-609075a334e6,642,77,2022-03-10,104.82,Online,Completed,Angelaberg,1995-10-17 03:18:49.555740
39229729-5e90-432f-8c82-81ae5f2e4d56,674,396,2023-04-26,668.66,Credit Card,Failed,Jamesview,1978-01-10 01:05:24.312214
31b47605-41d4-4a11-a2bd-77952c7752b3,107,285,2023-06-19,25.99,Debit Card,Failed,Adkinsburgh,1973-12-21 15:27:54.988847
768881b0-43c0-4dcc-a8fe-cded44e5bbe0,834,64,2023-03-10,384.7,Cash,Pending,New Andrewton,1996-02-01 19:43:15.070003
efeb569e-ade2-4887-8982-3ddc4590dd98,889,72,2024-03-05,955.01,Online,Failed,Nicolehaven,2007-02-11 11:51:50.045259
bd208feb-7742-49ce-8e8b-462bd14c7c59,189,325,2023-01-20,174.36,Credit Card,Failed,West Jameshaven,1972-05-01 05:28:26.628909
b1f1e704-90de-49d2-b334-6548ba074f6a,490,245,2022-11-25,976.23,Debit Card,Completed,Chapmanshire,2009-06-11 23:04:35.809829
94ad00fb-e011-4b5a-b60e-58949ceb240f,909,38,2022-08-19,693.51,Online,Pending,Floresland,2007-05-01 08:46:32.565178
c7f551c5-992c-4f93-8c5d-e96ba5474c51,476,278,2024-05-06,705.73,Debit Card,Failed,North Jamesland,1992-01-27 05:18:24.331658
64ef1bcb-d0c9-4224-b2e0-17767eadb811,613,468,2022-03-09,879.53,Debit Card,Failed,East Eileen,1978-11-09 12:59:42.800470
77d0cacb-0bf0-4c10-81d1-a75c4bb7e687,367,114,2024-12-13,840.1,Online,Pending,Port Lisa,2012-03-31 13:42:14.869102
06a82deb-2ea4-4647-b8b0-3758a5339323,676,84,2022-07-03,48.22,Debit Card,Failed,Cindyfurt,2019-12-29 03:59:48.024892
b2073c18-8a14-4bd6-8428-abe165e1a7ce,38,122,2024-09-06,572.45,Debit Card,Failed,Lake Kellymouth,1971-12-11 05:05:08.192581
2bebfaa2-2771-4b61-960d-b941ea4e7f4c,586,389,2022-09-16,208.12,Online,Pending,New Stevenville,2022-08-14 03:38:14.690688
b6be1295-7384-4e06-b6b2-73000f82a237,491,425,2022-03-21,670.27,Credit Card,Pending,Port Cathy,1983-05-05 00:06:04.326720
664bf62b-df99-4894-8286-5798a3146099,172,169,2022-07-27,176.07,Online,Completed,North Stevenmouth,2000-08-25 13:44:03.562885
b0f4f020-07f7-421c-a1f6-999053677796,317,13,2022-05-28,123.69,Credit Card,Pending,Lake Alanchester,1988-06-06 12:43:19.352160
b1c4f518-576d-45a1-9476-b17b977d7fb4,553,461,2024-05-29,490.34,Online,Completed,Hullland,2000-06-16 08:15:29.581308
f665f1db-76a4-4974-a84c-9dba905ffb63,41,368,2023-10-17,937.66,Cash,Completed,Priscillaborough,1978-01-07 06:11:07.589973
a67dacb4-da87-4251-81d6-6943918e3de2,999,116,2024-03-15,837.83,Credit Card,Failed,North Amy,1994-11-10 21:11:55.343336
cfec7fbb-43b7-4f10-8d53-1726a8fec51e,679,387,2022-07-11,614.67,Cash,Completed,East Jamieberg,1998-05-06 01:03:32.229260
d7638f25-5779-48f5-ac9b-9c3b18738385,284,242,2024-08-04,875.63,Online,Failed,Littlehaven,1978-08-26 03:01:22.309268
093957b9-49bb-40ed-bd70-7f5d8ab29db1,746,114,2022-03-02,830.4,Cash,Completed,Leeberg,2017-09-25 10:29:33.946547
93d8b443-6aee-4c16-8544-b456d577b2e6,1000,22,2023-09-05,535.53,Debit Card,Pending,West David,2008-11-09 18:52:32.992018
ac278795-30ac-432d-bae2-4afa0044af00,60,306,2023-01-18,831.26,Online,Pending,Port Jessica,2003-06-29 07:04:28.067491
66599232-b013-4c19-8945-741e188f92e3,91,113,2024-05-10,229.72,Online,Pending,Smithfort,1995-03-27 19:05:09.353382
e1f265c7-e1a4-4478-a5be-e0f5f694a8db,457,317,2022-01-26,555.66,Debit Card,Completed,Richardfurt,2009-01-11 10:45:53.369950
db074d0e-e4f6-4b97-a298-49d2e082b04c,371,308,2024-11-23,969.5,Cash,Failed,South Kimberlyview,1990-03-17 17:37:29.566365
6589e018-046f-43de-aa00-bfbd5dcba43e,382,348,2024-06-11,606.78,Debit Card,Pending,New Patriciaport,2019-06-26 21:09:44.695933
014d2947-277f-4908-afec-7ded882212c3,788,265,2023-01-04,517.03,Cash,Pending,Lake Lisa,2005-01-03 20:56:51.000488
56d4002d-2915-4605-828f-211b52eaaba8,266,458,2023-10-21,987.77,Cash,Pending,South Sheri,1987-09-11 08:41:30.072195
84ad9d95-e14a-4d25-b10a-2b07f7fc356e,774,205,2022-01-08,660.37,Cash,Completed,Colinburgh,2000-08-10 01:22:28.792784
59be0d06-79f6-42a1-961d-4485236754d3,296,203,2023-06-20,849.82,Credit Card,Failed,Jenniferland,2009-06-24 14:56:26.977150
5a1e9c3b-dc89-41c9-8885-7e85d9330000,994,383,2024-11-06,985.76,Debit Card,Pending,Lake Janice,2017-03-22 23:19:39.384776
a588dbbd-3eb9-4bd7-bda3-99f07efb36c9,412,489,2023-07-18,483.09,Online,Pending,East Arthur,1999-11-17 12:57:21.495938
09191611-4f5f-44e4-a487-a70eadd31e95,993,337,2024-01-16,527.12,Debit Card,Completed,South Dennisland,2017-07-05 12:04:08.450172
8c9152a0-3a60-47fb-839e-1c98a9052712,733,357,2023-01-28,207.09,Cash,Pending,Fosterfort,1992-01-30 17:46:52.481529
9f8a159a-862a-4fa4-afe7-75ad3c9a76a0,671,463,2022-11-21,919.42,Credit Card,Completed,Vickiemouth,1991-02-09 22:37:29.348577
e8b12945-3ff2-4706-8298-5d72d4f41b0f,733,215,2023-04-25,785.95,Debit Card,Completed,East Michelleville,1999-05-07 09:06:46.586756
61c8028d-8a65-4530-8920-cf402b4d66d5,732,334,2023-01-01,248.19,Debit Card,Completed,New Danielshire,2013-12-01 20:54:08.928821
8a92c35e-1005-4e52-b421-9bd0f0df3225,20,69,2022-03-04,414.33,Debit Card,Pending,Suzanneview,1991-11-21 14:04:42.569101
4c432c4d-3ff5-4ed1-8b28-af7ea7aede90,399,240,2022-10-02,128.97,Online,Completed,Port William,1974-02-10 15:10:59.788378
16077290-41c9-4424-afcb-29d242687ef0,592,231,2024-05-19,73.4,Credit Card,Pending,Donaldberg,2007-04-14 22:34:36.730810
17d75f9e-67e6-4195-a058-437e1b36d7a6,358,463,2022-05-28,337.47,Credit Card,Pending,West Dawn,2017-04-25 08:52:34.992051
3caf2d13-f3ab-4661-950d-0fad06ec2498,929,165,2022-05-29,425.59,Debit Card,Pending,Donnaton,1986-04-23 06:51:14.330077
2daea60e-7517-46d8-8366-05146d166f1b,276,252,2022-03-30,108.63,Cash,Completed,Robinsonport,2017-06-05 00:47:11.714651
3b597ed2-0d95-4306-8d7c-e6539459d17f,314,297,2023-01-05,103.25,Credit Card,Completed,Port Anthony,2024-04-08 20:38:46.021646
e1178e86-bd18-4ce1-a3cb-a655d68254fe,173,496,2023-03-31,518.71,Online,Failed,Turnermouth,1992-12-14 02:38:29.615536
7da3d37c-a352-45c9-90f3-f44a627ad2e1,889,248,2022-02-07,185.92,Online,Pending,Leeside,1997-09-12 06:08:05.355712
8c85ef9f-d7e1-4ce5-bc4e-9f8d256ca81e,91,471,2023-01-14,279.8,Debit Card,Failed,Port Justin,1994-06-30 15:50:45.991376
aa770761-94cb-4b64-8e33-73ac6cad1afb,84,125,2023-05-31,221.07,Online,Failed,New Dannybury,2020-11-12 10:37:37.326319
01d23190-f104-4a77-9902-47a33d14d602,116,226,2023-06-01,573.6,Debit Card,Failed,Patriciatown,2004-12-11 11:24:34.442422
6d564561-8fe4-417b-8ac4-42e23f1fd8d5,665,209,2023-01-12,567.62,Online,Pending,Port Jamesshire,2003-12-04 18:55:37.234112
b032e50b-208f-4a2f-9746-859f3c1a4013,314,190,2024-10-25,811.23,Cash,Pending,Cassieville,1970-04-08 11:21:52.631252
aaa69369-cc2f-40ca-99f9-370f6e58be71,659,362,2023-09-30,331.68,Debit Card,Failed,Lake Juan,1982-12-08 05:55:31.311757
91dadfff-e604-4ed8-8b5d-ad77cd53588f,724,178,2024-01-21,163.61,Credit Card,Failed,Lake Nataliefurt,1975-12-12 19:45:32.450043
e78f38e0-8c26-4f16-8907-fdafc86d4779,147,500,2023-02-18,136.03,Cash,Failed,North Erik,1983-06-15 17:19:15.211382
001d5672-97aa-4a1a-b207-bf073411e2fc,660,131,2022-06-02,563.74,Debit Card,Failed,North Todd,1984-09-15 10:53:44.682702
657025bf-e7df-4a16-be1a-543a05f30571,668,94,2022-06-22,729.63,Online,Completed,West Anthonyport,1976-10-27 03:48:14.545552
0b4f0794-aa0d-4d25-b453-f1946cddee6e,296,188,2022-02-23,843.16,Cash,Completed,Loganville,1990-06-28 16:32:19.008458
fd187889-b683-4e96-99fb-940c8f930aa0,199,175,2022-07-12,840.9,Online,Completed,South Alex,1993-12-29 01:30:03.305260
caf6dbe9-af61-4dd3-93e9-56e188375786,608,376,2022-05-06,228.4,Cash,Pending,Ronaldland,1973-12-23 21:35:14.650763
237ab621-fbf7-41c6-b3f0-73d7af02368b,229,430,2022-03-22,511.3,Online,Pending,Lynnfurt,2021-06-14 19:58:19.587360
5ea690e5-c391-4356-8545-904280584704,444,489,2023-09-07,290.31,Credit Card,Failed,South Jeffville,1974-01-07 12:17:02.123208
a091f885-8fb0-4580-8b51-9b99ec958ff0,663,176,2024-10-16,151.59,Cash,Completed,South Amy,1982-10-20 12:59:50.110813
10cfb605-6acd-4c2a-9197-4973952f03c3,80,400,2023-07-17,481.5,Online,Completed,Beckyburgh,1997-08-28 11:01:33.316996
282006c0-5aef-4996-82b5-51688e5b4949,870,379,2023-05-05,685.94,Credit Card,Failed,Nicholstown,2010-10-31 02:51:57.793134
e646c7b1-da7e-413a-9f79-af05860e91c5,669,259,2024-09-04,453.59,Cash,Pending,New Cheyenneside,1999-01-14 22:21:30.584729
713284d8-c810-45d1-824e-d18b69129ad5,632,455,2024-08-18,438.31,Online,Failed,Michaelmouth,1987-06-09 13:23:19.685035
1806f9c8-add5-4cb6-a0f3-245eafac1121,805,143,2023-07-28,249.2,Debit Card,Pending,Stephanieberg,1990-05-06 16:57:47.347209
292b9ab3-3091-4e58-beca-7ca54b330edb,958,4,2023-06-19,310.55,Debit Card,Failed,Adamland,1980-10-16 02:26:52.837034
d1ff2fa6-1635-49c9-9a3b-5647af10990e,532,311,2024-03-07,379.93,Debit Card,Completed,Williamchester,1990-11-25 11:37:12.334015
a70ed47b-cc41-4ffb-98d9-c52caad26f8e,620,391,2024-11-22,397.9,Online,Completed,Alexismouth,2012-10-25 02:21:53.248486
2a6832df-5d78-4502-9adf-c65ae1f5ca0d,906,319,2023-08-05,952.52,Debit Card,Pending,Arroyoshire,1973-10-10 04:06:06.960996
559e2968-19d8-41a8-8c76-a4a99552b32d,50,171,2022-02-21,995.4,Cash,Completed,Wallchester,1983-03-25 12:10:07.057951
64973c8e-e727-4296-b737-ac352772b418,392,348,2022-01-22,613.87,Credit Card,Failed,Bergerside,1985-03-13 09:50:48.594112
69fb2c80-9a6a-4be8-bbb8-1f1637994b59,929,32,2022-09-25,327.17,Credit Card,Completed,New Tyler,1995-02-21 09:38:06.113323
3845d96f-63b4-41d3-855f-546b6d4832ec,422,452,2024-11-05,28.88,Cash,Completed,Johnmouth,1996-03-31 11:11:11.749947
af4a3b50-9f56-4a54-9d54-35349fd1fd23,839,488,2023-05-13,185.13,Credit Card,Completed,Port Deborah,2003-09-18 21:16:54.882456
0f4be4af-1611-44c4-a1c1-67da9f2fb846,856,149,2024-04-01,583.35,Debit Card,Failed,Danielfurt,2013-03-27 09:13:28.695535
435f600e-82e9-4882-95cc-10edf2c1fdc5,875,376,2023-10-16,593.89,Online,Pending,Devinhaven,2022-04-30 03:25:23.837416
70440817-e27b-46a5-9917-312f8c198cf2,186,488,2024-08-11,244.37,Online,Failed,South James,1976-07-16 01:55:52.893960
0a41573c-e650-4877-8009-3b766a6fd68b,223,56,2022-11-17,25.18,Cash,Failed,Jamesfurt,2014-08-19 23:11:46.348698
b16000d0-f30b-4c46-8d41-eb6c6351a1d4,487,326,2022-10-25,222.84,Debit Card,Pending,Lake Stephen,1991-10-09 10:41:11.957117
14880e9f-9dc3-4542-b2da-ee71bb85eb51,56,59,2022-06-05,999.47,Debit Card,Completed,Guerrerofort,1986-05-07 06:00:32.958253
3fd39c82-307d-4b5d-9bda-254e9d83cd20,83,498,2023-02-08,717.17,Credit Card,Completed,Port Stephanie,2004-10-17 21:10:32.024829
0267ddb1-4ace-4433-81b5-237f1c287c0f,646,279,2024-01-19,273.01,Online,Completed,Emilyberg,1975-09-16 20:57:28.752049
65315abe-d08b-4d0b-8501-0dcf99dc15d8,403,358,2024-08-22,468.46,Credit Card,Completed,South Tracyville,1970-04-28 12:39:08.940456
0dc30b99-88db-420e-95e4-a6a463f0874d,390,267,2023-04-07,62.67,Debit Card,Failed,Port Joanna,2006-03-19 05:07:10.880415
e03613c4-3bb1-4284-bb07-f2aac741a9b7,162,293,2024-04-30,206.33,Credit Card,Failed,Scottmouth,1977-10-20 22:08:58.438902
b6b454b7-bdd6-44ab-b106-2c616308a40c,716,390,2023-04-12,157.09,Credit Card,Pending,Colemouth,1985-12-15 05:12:23.284469
d7caf441-f1d5-4990-bb62-2828c2bad85e,360,41,2023-10-24,158.48,Online,Pending,Barberbury,2008-07-11 08:46:41.444459
0dc6f445-cf8b-45cf-b707-50f3b3a3a4a5,489,187,2022-04-29,643.53,Debit Card,Failed,Frederickshire,1974-09-16 07:55:26.040234
b04fc3f4-dd69-470f-bb72-570a039ff4c0,250,22,2023-02-08,975.07,Online,Completed,West Benjaminbury,1998-12-05 00:44:30.845563
c1c38cf6-d3e8-4094-b32d-91cfdbfe94bb,501,455,2023-04-18,676.78,Debit Card,Failed,North Keith,1989-05-14 01:43:58.943313
0aee66b6-dac1-493a-bb39-21d518e2d052,283,203,2024-09-13,34.24,Cash,Completed,Lake Micheletown,2003-11-30 05:15:00.918613
418d2312-4940-4f26-9a3e-e4e9beef13b6,170,392,2024-03-17,470.2,Debit Card,Failed,North Lori,2017-03-12 23:34:43.896958
c31d0872-2053-4abd-b06a-64a1d04c5ec3,619,231,2022-10-11,805.84,Online,Failed,West Brendaport,2012-03-25 11:37:36.304860
dc5b0b3e-8ce8-4df6-9379-f789521e3eda,109,300,2023-01-31,513.2,Cash,Completed,North Melissaton,2023-04-04 07:01:00.568031
2f5758b0-6a20-4a2f-b527-6c92ddda16b9,827,315,2022-06-20,116.26,Cash,Failed,New Joanne,2016-08-21 08:44:10.773183
2234e1b1-4c02-4f4c-b902-06d93a3d6412,775,244,2023-04-06,717.17,Credit Card,Pending,East Joshuamouth,2007-09-09 12:34:03.003914
